weather_datetime,solar_datetime,solarRadiation,uvHigh,winddirAvg,humidityHigh,humidityLow,humidityAvg,qcStatus,tempHigh,tempLow,tempAvg,windspeedHigh,windgustLow,windspeedAvg,dewptHigh,dewptLow,dewptAvg,windchillHigh,windchillAvg,heatindexHigh,heatindexLow,heatindexAvg,pressureMax,pressureMin,pressureTrend,precipRate,precipTotal,DC
2020-02-14 18:04:00,2020-02-14 18:4:1,0.0,0.0,204,28,28,28,1,61,61,61,0,0,0,28,27,27,61,61,61,61,61,30.17,30.16,0.15,0.0,0.0,26.616
2020-02-14 18:09:00,2020-02-14 18:9:1,0.0,0.0,194,29,28,28,1,60,60,60,0,0,0,28,27,28,60,60,60,60,60,30.17,30.16,0.0,0.0,0.0,10.5
2020-02-14 18:14:00,2020-02-14 18:14:1,0.0,0.0,131,29,29,29,1,60,60,60,0,0,0,28,28,28,60,60,60,60,60,30.17,30.16,0.0,0.0,0.0,3.822
2020-02-14 18:19:00,2020-02-14 18:19:1,0.0,0.0,180,29,29,29,1,60,60,60,0,0,0,28,28,28,60,60,60,60,60,30.17,30.17,0.0,0.0,0.0,1.32
2020-02-14 18:24:00,2020-02-14 18:24:1,0.0,0.0,84,30,29,29,1,60,60,60,0,0,0,28,28,28,60,60,60,60,60,30.17,30.17,0.0,0.0,0.0,0.462
2020-02-14 18:29:00,2020-02-14 18:29:1,0.0,0.0,82,30,29,29,1,60,60,60,0,0,0,28,27,28,60,60,60,60,60,30.17,30.17,0.0,0.0,0.0,0.18600000000000005
2020-02-14 18:34:00,2020-02-14 18:34:1,0.0,0.0,198,30,30,30,1,60,59,59,0,0,0,28,28,28,60,59,60,59,59,30.18,30.17,0.0,0.0,0.0,0.09
2020-02-14 18:39:00,2020-02-14 18:39:1,0.0,0.0,196,32,30,30,1,59,59,59,0,0,0,29,28,28,59,59,59,59,59,30.18,30.17,-0.15,0.0,0.0,0.06
2020-02-14 18:44:00,2020-02-14 18:44:1,0.0,0.0,177,32,31,31,1,59,58,58,0,0,0,29,28,28,59,58,59,58,58,30.18,30.17,0.0,0.0,0.0,0.042
2020-02-14 18:49:00,2020-02-14 18:49:1,0.0,0.0,182,31,31,31,1,58,58,58,0,0,0,28,28,28,58,58,58,58,58,30.18,30.17,0.15,0.0,0.0,0.042
2020-02-14 18:54:00,2020-02-14 18:54:1,0.0,0.0,112,32,31,31,1,59,58,58,1,0,0,29,28,28,59,58,59,58,58,30.19,30.17,0.0,0.0,0.0,0.042
2020-02-14 18:59:00,2020-02-14 18:59:1,0.0,0.0,192,32,32,32,1,59,58,58,0,0,0,29,28,29,59,58,59,58,58,30.19,30.18,0.0,0.0,0.0,0.042
2020-02-14 19:04:00,2020-02-14 19:4:1,0.0,0.0,154,33,33,33,1,58,58,58,0,0,0,29,29,29,58,58,58,58,58,30.19,30.17,-0.3,0.0,0.0,0.042
2020-02-14 19:09:00,2020-02-14 19:9:1,0.0,0.0,187,33,33,33,1,58,58,58,0,0,0,29,29,29,58,58,58,58,58,30.18,30.18,0.0,0.0,0.0,0.042
2020-02-14 19:14:00,2020-02-14 19:14:1,0.0,0.0,203,35,34,34,1,58,57,58,0,0,0,30,29,30,58,58,58,57,58,30.19,30.18,0.15,0.0,0.0,0.042
2020-02-14 19:19:00,2020-02-14 19:19:1,0.0,0.0,208,35,34,34,1,57,57,57,0,0,0,30,29,29,57,57,57,57,57,30.19,30.18,0.0,0.0,0.0,0.042
2020-02-14 19:24:00,2020-02-14 19:24:1,0.0,0.0,187,36,34,34,1,57,57,57,0,0,0,30,29,29,57,57,57,57,57,30.19,30.18,0.0,0.0,0.0,0.042
2020-02-14 19:29:00,2020-02-14 19:29:1,0.0,0.0,187,35,35,35,1,57,57,57,0,0,0,29,29,29,57,57,57,57,57,30.19,30.18,0.15,0.0,0.0,0.036000000000000004
2020-02-14 19:34:00,2020-02-14 19:34:1,0.0,0.0,204,37,35,36,1,57,57,57,0,0,0,31,29,30,57,57,57,57,57,30.2,30.19,0.0,0.0,0.0,0.036000000000000004
2020-02-14 19:39:00,2020-02-14 19:39:1,0.0,0.0,204,38,37,37,1,56,55,56,0,0,0,31,30,30,56,56,56,55,56,30.19,30.19,0.0,0.0,0.0,0.042
2020-02-14 19:44:00,2020-02-14 19:44:1,0.0,0.0,209,37,37,37,1,55,55,55,0,0,0,29,29,29,55,55,55,55,55,30.2,30.19,0.0,0.0,0.0,0.036000000000000004
2020-02-14 19:49:00,2020-02-14 19:49:1,0.0,0.0,210,37,36,36,1,56,55,55,0,0,0,30,29,29,56,55,56,55,55,30.19,30.19,0.0,0.0,0.0,0.036000000000000004
2020-02-14 19:54:00,2020-02-14 19:54:1,0.0,0.0,204,37,36,36,1,56,56,56,0,0,0,30,29,29,56,56,56,56,56,30.19,30.19,0.0,0.0,0.0,0.036000000000000004
2020-02-14 19:59:00,2020-02-14 19:59:1,0.0,0.0,210,39,37,38,1,55,55,55,0,0,0,31,30,30,55,55,55,55,55,30.19,30.19,0.0,0.0,0.0,0.042
2020-02-14 20:04:00,2020-02-14 20:4:1,0.0,0.0,210,41,40,40,1,55,55,55,0,0,0,31,31,31,55,55,55,55,55,30.19,30.18,0.15,0.0,0.0,0.042
2020-02-14 20:09:00,2020-02-14 20:9:1,0.0,0.0,208,42,41,41,1,54,54,54,0,0,0,32,31,31,54,54,54,54,54,30.2,30.19,0.0,0.0,0.0,0.042
2020-02-14 20:14:00,2020-02-14 20:14:1,0.0,0.0,213,41,40,40,1,54,54,54,0,0,0,31,31,31,54,54,54,54,54,30.2,30.18,0.0,0.0,0.0,0.042
2020-02-14 20:19:00,2020-02-14 20:19:1,0.0,0.0,219,43,41,41,1,55,54,54,0,0,0,33,31,32,55,54,55,54,54,30.2,30.19,0.15,0.0,0.0,0.042
2020-02-14 20:24:00,2020-02-14 20:24:1,0.0,0.0,213,43,42,42,1,54,54,54,0,0,0,32,31,32,54,54,54,54,54,30.2,30.2,0.0,0.0,0.0,0.036000000000000004
2020-02-14 20:29:00,2020-02-14 20:29:1,0.0,0.0,207,42,41,41,1,54,54,54,0,0,0,32,31,31,54,54,54,54,54,30.2,30.2,0.0,0.0,0.0,0.042
2020-02-14 20:34:00,2020-02-14 20:34:1,0.0,0.0,213,42,42,42,1,54,54,54,0,0,0,32,31,31,54,54,54,54,54,30.2,30.2,0.0,0.0,0.0,0.036000000000000004
2020-02-14 20:39:00,2020-02-14 20:39:1,0.0,0.0,213,44,42,43,1,54,54,54,0,0,0,32,31,32,54,54,54,54,54,30.2,30.19,0.0,0.0,0.0,0.036000000000000004
2020-02-14 20:44:00,2020-02-14 20:44:1,0.0,0.0,204,46,45,45,1,53,53,53,0,0,0,33,32,33,53,53,53,53,53,30.2,30.19,0.0,0.0,0.0,0.036000000000000004
2020-02-14 20:49:00,2020-02-14 20:49:1,0.0,0.0,217,48,47,47,1,53,52,52,0,0,0,33,33,33,53,52,53,52,52,30.2,30.2,0.0,0.0,0.0,0.03
2020-02-14 20:54:00,2020-02-14 20:54:1,0.0,0.0,220,49,48,48,1,52,52,52,0,0,0,33,33,33,52,52,52,52,52,30.21,30.2,0.0,0.0,0.0,0.036000000000000004
2020-02-14 20:59:00,2020-02-14 20:59:1,0.0,0.0,224,51,49,50,1,52,51,52,0,0,0,34,33,34,52,52,52,51,52,30.21,30.2,0.0,0.0,0.0,0.036000000000000004
2020-02-14 21:04:00,2020-02-14 21:4:1,0.0,0.0,199,50,49,49,1,51,51,51,0,0,0,33,33,33,51,51,51,51,51,30.2,30.2,0.0,0.0,0.0,0.036000000000000004
2020-02-14 21:09:00,2020-02-14 21:9:1,0.0,0.0,197,50,50,50,1,51,51,51,0,0,0,33,33,33,51,51,51,51,51,30.2,30.2,0.0,0.0,0.0,0.03
2020-02-14 21:14:00,2020-02-14 21:14:1,0.0,0.0,198,50,50,50,1,51,51,51,0,0,0,33,33,33,51,51,51,51,51,30.21,30.2,-0.15,0.0,0.0,0.036000000000000004
2020-02-14 21:19:00,2020-02-14 21:19:1,0.0,0.0,198,50,50,50,1,51,51,51,0,0,0,33,33,33,51,51,51,51,51,30.21,30.2,0.0,0.0,0.0,0.036000000000000004
2020-02-14 21:24:00,2020-02-14 21:24:1,0.0,0.0,211,51,49,50,1,51,51,51,0,0,0,33,32,33,51,51,51,51,51,30.2,30.2,0.0,0.0,0.0,0.036000000000000004
2020-02-14 21:29:00,2020-02-14 21:29:1,0.0,0.0,204,51,50,50,1,51,51,51,0,0,0,33,33,33,51,51,51,51,51,30.2,30.2,0.0,0.0,0.0,0.03
2020-02-14 21:34:00,2020-02-14 21:34:1,0.0,0.0,204,53,52,52,1,51,50,50,0,0,0,34,33,33,51,50,51,50,50,30.2,30.2,0.0,0.0,0.0,0.036000000000000004
2020-02-14 21:39:00,2020-02-14 21:39:1,0.0,0.0,207,53,52,52,1,50,50,50,0,0,0,34,33,33,50,50,50,50,50,30.2,30.2,0.0,0.0,0.0,0.036000000000000004
2020-02-14 21:44:00,2020-02-14 21:44:1,0.0,0.0,206,53,52,52,1,50,50,50,0,0,0,33,33,33,50,50,50,50,50,30.21,30.2,0.0,0.0,0.0,0.03
2020-02-14 21:49:00,2020-02-14 21:49:1,0.0,0.0,213,55,54,54,1,50,50,50,0,0,0,34,34,34,50,50,50,50,50,30.2,30.2,0.0,0.0,0.0,0.03
2020-02-14 21:54:00,2020-02-14 21:54:1,0.0,0.0,204,56,55,55,1,50,49,49,0,0,0,34,34,34,50,49,50,49,49,30.21,30.2,0.15,0.0,0.0,0.03
2020-02-14 21:59:00,2020-02-14 21:59:1,0.0,0.0,203,57,56,56,1,49,48,49,0,0,0,34,34,34,49,49,49,48,49,30.21,30.2,0.15,0.0,0.0,0.03
2020-02-14 22:04:00,2020-02-14 22:4:1,0.0,0.0,206,57,56,56,1,49,48,48,0,0,0,34,33,34,49,48,49,48,48,30.21,30.2,0.0,0.0,0.0,0.024
2020-02-14 22:09:00,2020-02-14 22:9:1,0.0,0.0,212,57,56,56,1,49,48,49,0,0,0,34,34,34,49,49,49,48,49,30.21,30.21,0.0,0.0,0.0,0.03
2020-02-14 22:14:00,2020-02-14 22:14:1,0.0,0.0,210,57,56,56,1,48,48,48,0,0,0,34,33,34,48,48,48,48,48,30.21,30.2,-0.15,0.0,0.0,0.03
2020-02-14 22:19:00,2020-02-14 22:19:1,0.0,0.0,213,58,57,57,1,48,48,48,0,0,0,34,34,34,48,48,48,48,48,30.21,30.21,0.0,0.0,0.0,0.024
2020-02-14 22:24:00,2020-02-14 22:24:1,0.0,0.0,211,58,58,58,1,48,48,48,0,0,0,34,34,34,48,48,48,48,48,30.21,30.2,-0.15,0.0,0.0,0.024
2020-02-14 22:29:00,2020-02-14 22:29:1,0.0,0.0,209,57,57,57,1,49,48,48,0,0,0,34,34,34,49,48,49,48,48,30.21,30.2,-0.15,0.0,0.0,0.03
2020-02-14 22:34:00,2020-02-14 22:34:1,0.0,0.0,204,58,57,57,1,49,48,48,0,0,0,34,34,34,49,48,49,48,48,30.21,30.2,0.0,0.0,0.0,0.024
2020-02-14 22:39:00,2020-02-14 22:39:1,0.0,0.0,199,60,59,59,1,48,48,48,0,0,0,35,34,34,48,48,48,48,48,30.2,30.2,0.0,0.0,0.0,0.024
2020-02-14 22:44:00,2020-02-14 22:44:1,0.0,0.0,204,59,57,58,1,48,48,48,0,0,0,34,33,34,48,48,48,48,48,30.2,30.2,0.0,0.0,0.0,0.024
2020-02-14 22:49:00,2020-02-14 22:49:1,0.0,0.0,204,57,56,56,1,48,48,48,0,0,0,33,33,33,48,48,48,48,48,30.2,30.2,0.0,0.0,0.0,0.024
2020-02-14 22:54:00,2020-02-14 22:54:1,0.0,0.0,205,60,57,59,1,48,48,48,0,0,0,35,33,34,48,48,48,48,48,30.21,30.2,0.15,0.0,0.0,0.024
2020-02-14 22:59:00,2020-02-14 22:59:1,0.0,0.0,206,60,59,59,1,48,48,48,0,0,0,34,34,34,48,48,48,48,48,30.2,30.2,0.0,0.0,0.0,0.03
2020-02-14 23:04:00,2020-02-14 23:4:1,0.0,0.0,199,60,59,59,1,48,47,47,0,0,0,34,34,34,48,47,48,47,47,30.21,30.2,0.0,0.0,0.0,0.024
2020-02-14 23:09:00,2020-02-14 23:9:1,0.0,0.0,211,61,60,60,1,47,47,47,0,0,0,35,34,34,47,47,47,47,47,30.21,30.2,0.0,0.0,0.0,0.03
2020-02-14 23:14:00,2020-02-14 23:14:1,0.0,0.0,207,62,61,61,1,47,47,47,0,0,0,35,34,34,47,47,47,47,47,30.2,30.2,0.0,0.0,0.0,0.024
2020-02-14 23:19:00,2020-02-14 23:19:1,0.0,0.0,200,61,60,60,1,47,47,47,0,0,0,34,34,34,47,47,47,47,47,30.2,30.2,0.0,0.0,0.0,0.024
2020-02-14 23:24:00,2020-02-14 23:24:1,0.0,0.0,207,62,61,61,1,47,47,47,0,0,0,35,34,34,47,47,47,47,47,30.2,30.2,0.0,0.0,0.0,0.024
2020-02-14 23:29:00,2020-02-14 23:29:1,0.0,0.0,206,62,62,62,1,47,47,47,0,0,0,35,34,34,47,47,47,47,47,30.2,30.2,0.0,0.0,0.0,0.024
2020-02-14 23:34:00,2020-02-14 23:34:1,0.0,0.0,204,63,62,62,1,47,46,46,0,0,0,35,34,34,47,46,47,46,46,30.2,30.19,0.0,0.0,0.0,0.024
2020-02-14 23:39:00,2020-02-14 23:39:1,0.0,0.0,204,64,62,63,1,46,46,46,0,0,0,34,34,34,46,46,46,46,46,30.2,30.19,0.0,0.0,0.0,0.03
2020-02-14 23:44:00,2020-02-14 23:44:1,0.0,0.0,246,64,63,63,1,46,45,45,0,0,0,34,34,34,46,45,46,45,45,30.2,30.2,0.0,0.0,0.0,0.03
2020-02-14 23:49:00,2020-02-14 23:49:1,0.0,0.0,204,63,63,63,1,46,46,46,0,0,0,34,34,34,46,46,46,46,46,30.2,30.2,0.0,0.0,0.0,0.03
2020-02-14 23:54:00,2020-02-14 23:54:1,0.0,0.0,204,65,64,64,1,46,46,46,0,0,0,35,34,35,46,46,46,46,46,30.2,30.19,0.0,0.0,0.0,0.024
2020-02-14 23:59:00,2020-02-14 23:59:1,0.0,0.0,208,65,63,64,1,46,46,46,0,0,0,34,34,34,46,46,46,46,46,30.2,30.19,0.0,0.0,0.0,0.03
2020-02-15 00:04:00,2020-02-15 0:4:1,0.0,0.0,200,65,64,64,1,46,45,46,0,0,0,35,34,34,46,46,46,45,46,30.2,30.19,0.0,0.0,0.0,0.024
2020-02-15 00:09:00,2020-02-15 0:9:1,0.0,0.0,190,66,65,65,1,45,45,45,0,0,0,34,34,34,45,45,45,45,45,30.2,30.19,0.15,0.0,0.0,0.024
2020-02-15 00:14:00,2020-02-15 0:14:1,0.0,0.0,186,65,65,65,1,46,45,45,0,0,0,34,34,34,46,45,46,45,45,30.2,30.19,-0.15,0.0,0.0,0.024
2020-02-15 00:19:00,2020-02-15 0:19:1,0.0,0.0,199,66,66,66,1,46,45,45,0,0,0,35,35,35,46,45,46,45,45,30.2,30.19,0.0,0.0,0.0,0.024
2020-02-15 00:24:00,2020-02-15 0:24:1,0.0,0.0,223,67,67,67,1,45,45,45,0,0,0,35,35,35,45,45,45,45,45,30.2,30.2,0.0,0.0,0.0,0.03
2020-02-15 00:29:00,2020-02-15 0:29:1,0.0,0.0,246,69,67,68,1,45,44,45,0,0,0,35,35,35,45,45,45,44,45,30.2,30.2,0.0,0.0,0.0,0.03
2020-02-15 00:34:00,2020-02-15 0:34:1,0.0,0.0,202,69,69,69,1,44,44,44,0,0,0,35,35,35,44,44,44,44,44,30.2,30.2,0.0,0.0,0.0,0.03
2020-02-15 00:39:00,2020-02-15 0:39:1,0.0,0.0,200,70,69,69,1,44,44,44,0,0,0,35,35,35,44,44,44,44,44,30.21,30.2,0.0,0.0,0.0,0.03
2020-02-15 00:44:00,2020-02-15 0:44:1,0.0,0.0,200,72,70,71,1,44,43,44,0,0,0,35,35,35,44,44,44,43,44,30.21,30.2,0.0,0.0,0.0,0.03
2020-02-15 00:49:00,2020-02-15 0:49:1,0.0,0.0,214,73,72,72,1,43,43,43,0,0,0,35,35,35,43,43,43,43,43,30.21,30.2,0.0,0.0,0.0,0.03
2020-02-15 00:54:00,2020-02-15 0:54:1,0.0,0.0,193,73,73,73,1,43,43,43,0,0,0,35,35,35,43,43,43,43,43,30.21,30.21,0.0,0.0,0.0,0.03
2020-02-15 00:59:00,2020-02-15 0:59:1,0.0,0.0,219,73,72,72,1,43,43,43,0,0,0,35,34,35,43,43,43,43,43,30.21,30.21,0.0,0.0,0.0,0.03
2020-02-15 01:04:00,2020-02-15 1:4:1,0.0,0.0,237,72,71,71,1,43,43,43,0,0,0,35,34,34,43,43,43,43,43,30.21,30.2,0.0,0.0,0.0,0.03
2020-02-15 01:09:00,2020-02-15 1:9:1,0.0,0.0,218,71,70,70,1,44,43,43,0,0,0,34,34,34,44,43,44,43,43,30.21,30.2,0.15,0.0,0.0,0.03
2020-02-15 01:14:00,2020-02-15 1:14:1,0.0,0.0,207,71,71,71,1,44,44,44,0,0,0,35,35,35,44,44,44,44,44,30.21,30.2,0.0,0.0,0.0,0.036000000000000004
2020-02-15 01:19:00,2020-02-15 1:19:1,0.0,0.0,209,71,71,71,1,43,43,43,0,0,0,35,34,34,43,43,43,43,43,30.21,30.2,0.0,0.0,0.0,0.03
2020-02-15 01:24:00,2020-02-15 1:24:1,0.0,0.0,215,72,71,71,1,43,43,43,0,0,0,35,34,34,43,43,43,43,43,30.21,30.21,0.0,0.0,0.0,0.036000000000000004
2020-02-15 01:29:00,2020-02-15 1:29:1,0.0,0.0,206,73,72,72,1,43,43,43,0,0,0,35,34,35,43,43,43,43,43,30.21,30.2,0.0,0.0,0.0,0.036000000000000004
2020-02-15 01:34:00,2020-02-15 1:34:1,0.0,0.0,206,73,72,72,1,43,42,43,0,0,0,35,34,34,43,43,43,42,43,30.21,30.2,-0.15,0.0,0.0,0.036000000000000004
2020-02-15 01:39:00,2020-02-15 1:39:1,0.0,0.0,184,74,73,73,1,42,42,42,0,0,0,35,34,34,42,42,42,42,42,30.21,30.21,0.0,0.0,0.0,0.036000000000000004
2020-02-15 01:44:00,2020-02-15 1:44:1,0.0,0.0,223,74,73,73,1,42,42,42,0,0,0,34,34,34,42,42,42,42,42,30.22,30.21,0.15,0.0,0.0,0.036000000000000004
2020-02-15 01:49:00,2020-02-15 1:49:1,0.0,0.0,219,74,73,73,1,42,42,42,0,0,0,34,34,34,42,42,42,42,42,30.21,30.21,0.0,0.0,0.0,0.036000000000000004
2020-02-15 01:54:00,2020-02-15 1:54:1,0.0,0.0,213,74,73,73,1,42,42,42,0,0,0,34,34,34,42,42,42,42,42,30.21,30.21,0.0,0.0,0.0,0.036000000000000004
2020-02-15 01:59:00,2020-02-15 1:59:1,0.0,0.0,207,73,72,72,1,43,42,43,0,0,0,35,34,34,43,43,43,42,43,30.22,30.21,-0.15,0.0,0.0,0.036000000000000004
2020-02-15 02:04:00,2020-02-15 2:4:1,0.0,0.0,197,74,73,73,1,42,42,42,0,0,0,35,34,34,42,42,42,42,42,30.22,30.22,0.0,0.0,0.0,0.036000000000000004
2020-02-15 02:09:00,2020-02-15 2:9:1,0.0,0.0,205,75,74,74,1,42,42,42,0,0,0,35,34,34,42,42,42,42,42,30.22,30.21,0.0,0.0,0.0,0.036000000000000004
2020-02-15 02:14:00,2020-02-15 2:14:1,0.0,0.0,203,76,75,75,1,42,41,42,0,0,0,35,34,34,42,42,42,41,42,30.22,30.21,0.0,0.0,0.0,0.036000000000000004
2020-02-15 02:19:00,2020-02-15 2:19:1,0.0,0.0,206,77,76,76,1,41,41,41,0,0,0,35,34,34,41,41,41,41,41,30.22,30.21,0.0,0.0,0.0,0.036000000000000004
2020-02-15 02:24:00,2020-02-15 2:24:1,0.0,0.0,204,77,77,77,1,41,41,41,0,0,0,35,34,34,41,41,41,41,41,30.22,30.21,-0.15,0.0,0.0,0.042
2020-02-15 02:29:00,2020-02-15 2:29:1,0.0,0.0,205,77,77,77,1,41,41,41,0,0,0,35,34,34,41,41,41,41,41,30.22,30.21,0.0,0.0,0.0,0.042
2020-02-15 02:34:00,2020-02-15 2:34:1,0.0,0.0,213,77,76,76,1,41,41,41,0,0,0,35,34,34,41,41,41,41,41,30.22,30.21,0.0,0.0,0.0,0.042
2020-02-15 02:39:00,2020-02-15 2:39:1,0.0,0.0,244,77,76,76,1,41,41,41,0,0,0,35,34,34,41,41,41,41,41,30.22,30.21,0.0,0.0,0.0,0.042
2020-02-15 02:44:00,2020-02-15 2:44:1,0.0,0.0,252,75,75,75,1,42,42,42,0,0,0,35,34,35,42,42,42,42,42,30.21,30.2,0.0,0.0,0.0,0.042
2020-02-15 02:49:00,2020-02-15 2:49:1,0.0,0.0,220,76,75,75,1,42,42,42,0,0,0,35,35,35,42,42,42,42,42,30.22,30.21,0.0,0.0,0.0,0.042
2020-02-15 02:54:00,2020-02-15 2:54:1,0.0,0.0,226,76,76,76,1,42,42,42,0,0,0,35,35,35,42,42,42,42,42,30.21,30.2,0.0,0.0,0.0,0.042
2020-02-15 02:59:00,2020-02-15 2:59:1,0.0,0.0,234,76,75,75,1,42,42,42,0,0,0,35,34,35,42,42,42,42,42,30.22,30.21,0.15,0.0,0.0,0.042
2020-02-15 03:04:00,2020-02-15 3:4:1,0.0,0.0,247,75,75,75,1,42,42,42,0,0,0,35,35,35,42,42,42,42,42,30.21,30.21,0.0,0.0,0.0,0.048
2020-02-15 03:09:00,2020-02-15 3:9:1,0.0,0.0,213,75,75,75,1,42,42,42,0,0,0,35,35,35,42,42,42,42,42,30.21,30.21,0.0,0.0,0.0,0.042
2020-02-15 03:14:00,2020-02-15 3:14:1,0.0,0.0,144,76,75,75,1,42,42,42,0,0,0,35,35,35,42,42,42,42,42,30.22,30.21,-0.15,0.0,0.0,0.042
2020-02-15 03:19:00,2020-02-15 3:19:1,0.0,0.0,190,77,75,76,1,42,42,42,0,0,0,35,35,35,42,42,42,42,42,30.22,30.21,-0.15,0.0,0.0,0.042
2020-02-15 03:24:00,2020-02-15 3:24:1,0.0,0.0,206,78,77,77,1,41,41,41,0,0,0,35,35,35,41,41,41,41,41,30.21,30.21,0.0,0.0,0.0,0.048
2020-02-15 03:29:00,2020-02-15 3:29:1,0.0,0.0,208,80,78,79,1,41,40,41,0,0,0,35,35,35,41,41,41,40,41,30.22,30.21,0.0,0.0,0.0,0.042
2020-02-15 03:34:00,2020-02-15 3:34:1,0.0,0.0,164,80,80,80,1,40,40,40,0,0,0,34,34,34,40,40,40,40,40,30.22,30.21,-0.15,0.0,0.0,0.048
2020-02-15 03:39:00,2020-02-15 3:39:1,0.0,0.0,194,81,80,80,1,40,40,40,0,0,0,35,34,35,40,40,40,40,40,30.22,30.21,0.15,0.0,0.0,0.042
2020-02-15 03:44:00,2020-02-15 3:44:1,0.0,0.0,189,81,81,81,1,40,40,40,0,0,0,35,34,34,40,40,40,40,40,30.22,30.21,0.0,0.0,0.0,0.042
2020-02-15 03:49:00,2020-02-15 3:49:1,0.0,0.0,210,82,81,81,1,40,39,40,0,0,0,35,34,34,40,40,40,39,40,30.21,30.21,0.0,0.0,0.0,0.042
2020-02-15 03:54:00,2020-02-15 3:54:1,0.0,0.0,209,82,81,81,1,39,39,39,0,0,0,34,34,34,39,39,39,39,39,30.22,30.21,0.15,0.0,0.0,0.042
2020-02-15 03:59:00,2020-02-15 3:59:1,0.0,0.0,214,82,81,81,1,40,39,40,0,0,0,35,34,34,40,40,40,39,40,30.22,30.21,-0.15,0.0,0.0,0.042
2020-02-15 04:04:00,2020-02-15 4:4:1,0.0,0.0,213,82,82,82,1,40,40,40,0,0,0,35,35,35,40,40,40,40,40,30.22,30.21,0.0,0.0,0.0,0.042
2020-02-15 04:09:00,2020-02-15 4:9:1,0.0,0.0,204,82,81,81,1,40,40,40,0,0,0,35,34,34,40,40,40,40,40,30.22,30.22,0.0,0.0,0.0,0.048
2020-02-15 04:14:00,2020-02-15 4:14:1,0.0,0.0,209,82,81,81,1,40,40,40,0,0,0,35,34,34,40,40,40,40,40,30.22,30.21,0.15,0.0,0.0,0.048
2020-02-15 04:19:00,2020-02-15 4:19:1,0.0,0.0,206,81,81,81,1,40,40,40,0,0,0,34,34,34,40,40,40,40,40,30.22,30.21,-0.15,0.0,0.0,0.048
2020-02-15 04:24:00,2020-02-15 4:24:1,0.0,0.0,206,82,81,81,1,40,40,40,0,0,0,35,34,34,40,40,40,40,40,30.22,30.21,0.0,0.0,0.0,0.042
2020-02-15 04:29:00,2020-02-15 4:29:1,0.0,0.0,201,82,81,81,1,40,39,40,0,0,0,35,34,34,40,40,40,39,40,30.22,30.21,0.0,0.0,0.0,0.048
2020-02-15 04:34:00,2020-02-15 4:34:1,0.0,0.0,204,83,82,82,1,39,39,39,0,0,0,35,34,34,39,39,39,39,39,30.22,30.22,0.0,0.0,0.0,0.042
2020-02-15 04:39:00,2020-02-15 4:39:1,0.0,0.0,209,83,82,82,1,39,39,39,0,0,0,35,34,34,39,39,39,39,39,30.22,30.21,0.0,0.0,0.0,0.048
2020-02-15 04:44:00,2020-02-15 4:44:1,0.0,0.0,202,82,82,82,1,40,39,39,0,0,0,35,34,34,40,39,40,39,39,30.22,30.21,0.15,0.0,0.0,0.048
2020-02-15 04:49:00,2020-02-15 4:49:1,0.0,0.0,201,82,81,81,1,40,40,40,0,0,0,35,34,34,40,40,40,40,40,30.22,30.21,0.0,0.0,0.0,0.048
2020-02-15 04:54:00,2020-02-15 4:54:1,0.0,0.0,200,81,80,80,1,40,40,40,0,0,0,34,34,34,40,40,40,40,40,30.22,30.21,0.0,0.0,0.0,0.048
2020-02-15 04:59:00,2020-02-15 4:59:1,0.0,0.0,223,81,81,81,1,40,40,40,0,0,0,35,35,35,40,40,40,40,40,30.22,30.21,0.0,0.0,0.0,0.048
2020-02-15 05:04:00,2020-02-15 5:4:1,0.0,0.0,180,80,80,80,1,40,40,40,0,0,0,34,34,34,40,40,40,40,40,30.22,30.22,0.0,0.0,0.0,0.048
2020-02-15 05:09:00,2020-02-15 5:9:1,0.0,0.0,206,81,80,80,1,40,40,40,0,0,0,35,34,35,40,40,40,40,40,30.22,30.22,0.0,0.0,0.0,0.048
2020-02-15 05:14:00,2020-02-15 5:14:1,0.0,0.0,207,81,80,80,1,40,40,40,0,0,0,35,34,35,40,40,40,40,40,30.22,30.22,0.0,0.0,0.0,0.048
2020-02-15 05:19:00,2020-02-15 5:19:1,0.0,0.0,210,81,80,80,1,40,40,40,0,0,0,35,34,34,40,40,40,40,40,30.22,30.22,0.0,0.0,0.0,0.048
2020-02-15 05:24:00,2020-02-15 5:24:1,0.0,0.0,218,80,80,80,1,40,40,40,0,0,0,35,35,35,40,40,40,40,40,30.22,30.22,0.0,0.0,0.0,0.048
2020-02-15 05:29:00,2020-02-15 5:29:1,0.0,0.0,205,80,80,80,1,40,40,40,0,0,0,34,34,34,40,40,40,40,40,30.22,30.21,0.0,0.0,0.0,0.048
2020-02-15 05:34:00,2020-02-15 5:34:1,0.0,0.0,207,81,80,80,1,40,40,40,0,0,0,35,34,34,40,40,40,40,40,30.22,30.21,0.15,0.0,0.0,0.048
2020-02-15 05:39:00,2020-02-15 5:39:1,0.0,0.0,204,81,81,81,1,40,40,40,0,0,0,35,34,35,40,40,40,40,40,30.22,30.22,0.0,0.0,0.0,0.048
2020-02-15 05:44:00,2020-02-15 5:44:1,0.0,0.0,200,81,81,81,1,40,40,40,0,0,0,35,35,35,40,40,40,40,40,30.22,30.21,0.0,0.0,0.0,0.048
2020-02-15 05:49:00,2020-02-15 5:49:1,0.0,0.0,203,81,81,81,1,40,40,40,0,0,0,35,35,35,40,40,40,40,40,30.23,30.22,0.15,0.0,0.0,0.048
